artist,song_id,title
OutKast,1347,Skew It on the Bar-B
OutKast,1348,13th Floor/Growing Old
OutKast,1349,Two Dope Boyz (In a Cadillac)
Brand Nubian,1350,Slow Down
Brand Nubian,1351,Punks Jump Up To Get Beat Down
Brand Nubian,1352,All for One
Brand Nubian,1353,Wake Up (Reprise In The Sunshine)
Brand Nubian,1354,Don’t Let it Go to Your Head
Brand Nubian,1355,Brand Nubian
Brand Nubian,1356,Love Me or Leave Me Alone
Brand Nubian,1357,Step to the Rear
Brand Nubian,1358,Dedication
Brand Nubian,1359,Allah U Akbar
Brand Nubian,1360,To the Right
Brand Nubian,1361,Claimin’ I’m A Criminal
Brand Nubian,1362,Word is Bond
Brand Nubian,1363,Drop the Bomb
Brand Nubian,1364,Meaning Of The 5%
Brand Nubian,1365,Love vs. Hate
Brand Nubian,1366,Feels So Good
Brand Nubian,1367,Concerto in X Minor
Brand Nubian,1368,The Return
Brand Nubian,1369,Ragtime
Brand Nubian,1370,Who Can Get Busy Like This Man...
Brand Nubian,1371,Ain’t No Mystery
Brand Nubian,1372,Hold On
Brand Nubian,1373,"Grand Puba, Positive and L.G."
Brand Nubian,1374,I’m Black and I’m Proud
Ab-Soul,1375,Terrorist Threats
Ab-Soul,1376,ILLuminate
Ab-Soul,1377,Pineal Gland
Ab-Soul,1378,The Book of Soul
Ab-Soul,1379,Turn Me Up
Ab-Soul,1380,The End Is Near
Ab-Soul,1381,D.R.U.G.S.
Ab-Soul,1382,Nibiru
Ab-Soul,1383,Huey Knew THEN
Ab-Soul,1384,Bohemian Grove
Ab-Soul,1385,Threatening Nature
Ab-Soul,1386,Track Two
Ab-Soul,1387,W.R.O.H
Ab-Soul,1388,SOPA
Ab-Soul,1389,Tree of Life
Ab-Soul,1390,RAW (Backwards)
Ab-Soul,1391,Hunnid Stax
Ab-Soul,1392,The Law
Ab-Soul,1393,Double Standards
Ab-Soul,1394,Stigmata
Ab-Soul,1395,Empathy
Ab-Soul,1396,Soulo Ho3
Ab-Soul,1397,Ride Slow
Ab-Soul,1398,Mixed Emotions
Ab-Soul,1399,Gone Insane
Joe Budden,1400,Making A Murderer Part 1
Joe Budden,1401,Ordinary Love Shit 4 (Running Away)
Joe Budden,1402,Ordinary Love Shit (Parts 1 & 2)
Joe Budden,1403,She Don’t Put It Down
Joe Budden,1404,More of Me
Joe Budden,1405,Afraid
Joe Budden,1406,Wake
Joe Budden,1407,Ordinary Love Shit Part 3 (Closure)
Joe Budden,1408,N.B.A (Never Broke Again)
Joe Budden,1409,SlaughterMouse
Joe Budden,1410,Castles
Joe Budden,1411,Off 2 The Races
Joe Budden,1412,All Of Me
Joe Budden,1413,Only Human
Joe Budden,1414,All In My Head
Joe Budden,1415,Broke
Joe Budden,1416,You and I
Joe Budden,1417,Love I’m Good
Joe Budden,1418,Pump It Up
Joe Budden,1419,In My Sleep
Joe Budden,1420,Cut from a Different Cloth
Joe Budden,1421,Different Love
Joe Budden,1422,Skeletons
Joe Budden,1423,Playing Our Part
Joe Budden,1424,(Intro) All Love Lost
Twista,1425,Slow Jamz
Twista,1426,Overnight Celebrity
Twista,1427,Wetter
Twista,1428,Hope
Twista,1429,Mista Tung Twista
Twista,1430,Crisis
Twista,1431,Adrenaline Rush
Twista,1432,Sunshine
Twista,1433,Next to You
Twista,1434,Hope Ft. Faith Evans
Twista,1435,Do You
Twista,1436,Make a Movie
Twista,1437,3rd Eye
Twista,1438,"Gucci, Louis, Prada"
Twista,1439,Throwin My Money
Twista,1440,Kill Us All
Twista,1441,So Sexy
Twista,1442,It’s Yours
Twista,1443,Emotions
Twista,1444,Make a Movie (CB Version)
Twista,1445,Get It Wet
Twista,1446,Creep Fast
Twista,1447,Runnin’ Off At Da Mouth
Twista,1448,Birthday
Twista,1449,It Feels So Good
Eminem,1450,Rap God
Eminem,1451,Killshot
Eminem,1452,Godzilla
Eminem,1453,Lose Yourself
Eminem,1454,The Monster
Eminem,1455,Lucky You
Eminem,1456,The Ringer
Eminem,1457,Stan
Eminem,1458,River
Eminem,1459,Venom
Eminem,1460,Without Me
Eminem,1461,Berzerk
Eminem,1462,Not Alike
Eminem,1463,The Real Slim Shady
Eminem,1464,Fall
Eminem,1465,’Till I Collapse
Eminem,1466,Love the Way You Lie
Eminem,1467,8 Mile: B-Rabbit vs Papa Doc
Eminem,1468,Kamikaze
Eminem,1469,Walk on Water
Eminem,1470,Bad Guy
Eminem,1471,Mockingbird
Eminem,1472,Not Afraid
Eminem,1473,No Love
Eminem,1474,Beautiful
"Tyler, The Creator",1475,Yonkers
"Tyler, The Creator",1476,EARFQUAKE
"Tyler, The Creator",1477,See You Again
"Tyler, The Creator",1478,IFHY
"Tyler, The Creator",1479,She
"Tyler, The Creator",1480,911 / Mr. Lonely
"Tyler, The Creator",1481,Who Dat Boy
"Tyler, The Creator",1482,NEW MAGIC WAND
"Tyler, The Creator",1483,Rusty
"Tyler, The Creator",1484,Tron Cat
"Tyler, The Creator",1485,Domo23
"Tyler, The Creator",1486,Tamale
"Tyler, The Creator",1487,Bastard
"Tyler, The Creator",1488,"GONE, GONE / THANK YOU"
"Tyler, The Creator",1489,I THINK
"Tyler, The Creator",1490,SMUCKERS
"Tyler, The Creator",1491,FUCKING YOUNG / PERFECT
"Tyler, The Creator",1492,Trashwang
"Tyler, The Creator",1493,A BOY IS A GUN
"Tyler, The Creator",1494,Goblin
"Tyler, The Creator",1495,Boredom
"Tyler, The Creator",1496,WUSYANAME
"Tyler, The Creator",1497,Garden Shed
"Tyler, The Creator",1498,Answer
"Tyler, The Creator",1499,PUPPET
Denzel Curry,1500,ULTIMATE
Denzel Curry,1501,CLOUT COBAIN | CLOUT CO13A1N
Denzel Curry,1502,(RIP YAMS) SPACEGHOSTPUSSY
Denzel Curry,1503,ULT
Denzel Curry,1504,VENGEANCE | VENGEANCE
Denzel Curry,1505,BLACK BALLOONS | 13LACK 13ALLOONZ
Denzel Curry,1506,RICKY
Denzel Curry,1507,Gook
Denzel Curry,1508,SIRENS | Z1RENZ
Denzel Curry,1509,Threatz
Denzel Curry,1510,This Life
Denzel Curry,1511,SUMO | ZUMO
Denzel Curry,1512,SPEEDBOAT
Denzel Curry,1513,Knotty Head
Denzel Curry,1514,TABOO | TA13OO
Denzel Curry,1515,PERCS | PERCZ
Denzel Curry,1516,SWITCH IT UP | ZWITCH 1T UP
Denzel Curry,1517,WISH
Denzel Curry,1518,BLACK METAL TERRORIST | 13 M T
Denzel Curry,1519,Ice Age
Denzel Curry,1520,SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN
Denzel Curry,1521,MAD I GOT IT | MAD 1 GOT 1T
Denzel Curry,1522,ZUU
Denzel Curry,1523,Sick & Tired
Denzel Curry,1524,Zone 3
Biz Markie,1525,Just a Friend
Biz Markie,1526,Vapors
Biz Markie,1527,Nobody Beats the Biz
Biz Markie,1528,Pickin’ Boogers
Biz Markie,1529,"Make the Music With Your Mouth, Biz"
Biz Markie,1530,Biz is Goin’ Off
Biz Markie,1531,Bodyrock
Biz Markie,1532,Albee Square Mall
Biz Markie,1533,Look Good to Me
Biz Markie,1534,Chinese Food
Biz Markie,1535,Spring Again
Biz Markie,1536,Alone Again
Biz Markie,1537,A One Two
Biz Markie,1538,A Thing Named Kim
Biz Markie,1539,Young Girl Bluez
Biz Markie,1540,Things Get a Little Easier
Biz Markie,1541,Party to the Break-A-Day
Biz Markie,1542,Bennie and the Jets
Biz Markie,1543,Pancakes & Syrup
Biz Markie,1544,T.S.R. (Toilet Stool Rap)
Biz Markie,1545,Just a friend - single version
Biz Markie,1546,Hooker Got a Boyfriend
Biz Markie,1547,This is Something for the Radio
Biz Markie,1548,I’m An Ugly Nigga (So What?)
Biz Markie,1549,Toilet Stool Rap
AsAP Rocky,1550,Fuckin’ Problems
AsAP Rocky,1551,1Train
AsAP Rocky,1552,Goldie
AsAP Rocky,1553,Praise the Lord (Da Shine)
AsAP Rocky,1554,Peso
AsAP Rocky,1555,Wild for the Night
AsAP Rocky,1556,Everyday
AsAP Rocky,1557,LsD
AsAP Rocky,1558,Fashion Killa
AsAP Rocky,1559,Lord Pretty Flacko Jodye 2 (LPFJ2)
AsAP Rocky,1560,Multiply
AsAP Rocky,1561,Phoenix
AsAP Rocky,1562,Canal St.
AsAP Rocky,1563,AsAP Forever
AsAP Rocky,1564,Excuse Me
AsAP Rocky,1565,Brand New Guy
AsAP Rocky,1566,Ghetto Symphony
AsAP Rocky,1567,Babushka Boi
AsAP Rocky,1568,PMW (All I Really Need)
AsAP Rocky,1569,Purple Swag
AsAP Rocky,1570,Electric Body
AsAP Rocky,1571,Angels
AsAP Rocky,1572,LVL
AsAP Rocky,1573,Jukebox Joints
AsAP Rocky,1574,Fukk Sleep
Tech N9ne,1575,Worldwide Choppers
Tech N9ne,1576,Speedom (Worldwide Choppers 2)
Tech N9ne,1577,Fragile
Tech N9ne,1578,Face Off
Tech N9ne,1579,Am I a Psycho?
Tech N9ne,1580,So Dope (They Wanna)
Tech N9ne,1581,Sriracha
Tech N9ne,1582,Straight Out the Gate
Tech N9ne,1583,Hood Go Crazy
Tech N9ne,1584,Dysfunctional
Tech N9ne,1585,B.I.T.C.H.
Tech N9ne,1586,Like I Ain’t
Tech N9ne,1587,Aw Yeah? (interVENTion)
Tech N9ne,1588,Midwest Choppers
Tech N9ne,1589,Caribou Lou
Tech N9ne,1590,No Reason (The Mosh Pit Song)
Tech N9ne,1591,He’s a Mental Giant
Tech N9ne,1592,E.B.A.H.
Tech N9ne,1593,On the Bible
Tech N9ne,1594,Strangeulation I
Tech N9ne,1595,Unfair
Tech N9ne,1596,Strangeulation Vol. II Cypher II
Tech N9ne,1597,See Me
Tech N9ne,1598,Demons
Tech N9ne,1599,Wither
"Royce da 5'9""",1600,Caterpillar
"Royce da 5'9""",1601,Boblo Boat
"Royce da 5'9""",1602,Upside Down
"Royce da 5'9""",1603,Boom
"Royce da 5'9""",1604,Writer’s Block
"Royce da 5'9""",1605,Overcomer
"Royce da 5'9""",1606,Cocaine
"Royce da 5'9""",1607,Black Savage
"Royce da 5'9""",1608,Layers
"Royce da 5'9""",1609,Tabernacle
"Royce da 5'9""",1610,Mr. Grace (Intro)
"Royce da 5'9""",1611,Dumb
"Royce da 5'9""",1612,Summer on Lock
"Royce da 5'9""",1613,Malcolm X
"Royce da 5'9""",1614,Strong Friend
"Royce da 5'9""",1615,Legendary (Success Is Certain)
"Royce da 5'9""",1616,FUBU
"Royce da 5'9""",1617,Power
"Royce da 5'9""",1618,God Speed
"Royce da 5'9""",1619,Pendulum
"Royce da 5'9""",1620,Woke
"Royce da 5'9""",1621,Dead President Heads
"Royce da 5'9""",1622,Tricked
"Royce da 5'9""",1623,I Don’t Age
"Royce da 5'9""",1624,Keep It 100
SUICIDEBOYS,1625,Kill Yourself (Part III)
SUICIDEBOYS,1626,Paris
SUICIDEBOYS,1627,south side suicide
SUICIDEBOYS,1628,Antarctica
SUICIDEBOYS,1629,2nd Hand
SUICIDEBOYS,1630,I No Longer Fear the Razor Guarding My Heel
SUICIDEBOYS,1631,O Pana!
SUICIDEBOYS,1632,Carrollton
SUICIDEBOYS,1633,"...And to Those I Love, Thanks for Sticking Around"
SUICIDEBOYS,1634,Magazine
SUICIDEBOYS,1635,Memoirs of a Gorilla
SUICIDEBOYS,1636,"New Chains, Same Shackles"
SUICIDEBOYS,1637,For the Last Time
SUICIDEBOYS,1638,FUCKTHEPOPULATION
SUICIDEBOYS,1639,LTE
SUICIDEBOYS,1640,Low Key
SUICIDEBOYS,1641,Kill Yourself (Part IV)
SUICIDEBOYS,1642,Champion of Death
SUICIDEBOYS,1643,Mount Sinai
SUICIDEBOYS,1644,DIEMONDS
SUICIDEBOYS,1645,Now I’m Up to My Neck With Offers
SUICIDEBOYS,1646,122 Days
SUICIDEBOYS,1647,Do You Believe in God?
SUICIDEBOYS,1648,Exodus
SUICIDEBOYS,1649,You’re Now Tuning in to 66.6 FM with DJ Rapture (The Hottest Hour of the Evening)
Geto Boys,1650,Mind Playing Tricks on Me
Geto Boys,1651,Damn It Feels Good to Be a Gangsta
Geto Boys,1652,Still
Geto Boys,1653,G Code
Geto Boys,1654,Mind of a Lunatic
Geto Boys,1655,Six Feet Deep
Geto Boys,1656,Free
Geto Boys,1657,Gangsta of Love
Geto Boys,1658,Bring It On
Geto Boys,1659,Chuckie
Geto Boys,1660,Scarface
Geto Boys,1661,Fuck a War
Geto Boys,1662,Gotta Let Your Nuts Hang
Geto Boys,1663,Assassins
Geto Boys,1664,I’m Not a Gentleman
Geto Boys,1665,Let A Ho Be A Ho
Geto Boys,1666,Fuck ’Em
Geto Boys,1667,I Don’t Fuck With You
Geto Boys,1668,We Can’t Be Stopped
Geto Boys,1669,Yes Yes Y’All
Geto Boys,1670,The World is a Ghetto
Geto Boys,1671,First Light of the Day
Geto Boys,1672,Straight Gangstaism
Geto Boys,1673,Do it Like a G.O.
Geto Boys,1674,Mind Playing Tricks On Me (Radio Version)
Danny Brown,1675,XXX
Danny Brown,1676,Really Doe
Danny Brown,1677,Grown Up
Danny Brown,1678,Ain’t It Funny
Danny Brown,1679,I Will
Danny Brown,1680,Monopoly
Danny Brown,1681,25 Bucks
Danny Brown,1682,Dip
Danny Brown,1683,Die Like a Rockstar
Danny Brown,1684,30
Danny Brown,1685,Kush Coma
Danny Brown,1686,Blunt After Blunt
Danny Brown,1687,Pneumonia
Danny Brown,1688,Tell Me What I Don’t Know
Danny Brown,1689,Outer Space
Danny Brown,1690,Downward Spiral
Danny Brown,1691,Lost
Danny Brown,1692,When It Rain
Danny Brown,1693,Adderall Admiral
Danny Brown,1694,Pac Blood
Danny Brown,1695,Smokin’ and Drinkin’
Danny Brown,1696,Lie4
Danny Brown,1697,Radio Song
Danny Brown,1698,Rolling Stone
Danny Brown,1699,Dirty Laundry
Ice Cube,1700,No Vaseline
Ice Cube,1701,It Was a Good Day
Ice Cube,1702,Gangsta Rap Made Me Do It
Ice Cube,1703,Check Yo Self
Ice Cube,1704,You Know How We Do It
Ice Cube,1705,Hello
Ice Cube,1706,The Nigga Ya Love to Hate
Ice Cube,1707,Why We Thugs
Ice Cube,1708,Good Cop Bad Cop
Ice Cube,1709,You Can Do It
Ice Cube,1710,Arrest The President
Ice Cube,1711,Go to Church
Ice Cube,1712,Nobody Wants to Die
Ice Cube,1713,Hood Mentality
Ice Cube,1714,Smoke Some Weed
Ice Cube,1715,Ghetto Vet
Ice Cube,1716,Friday
Ice Cube,1717,AmeriKKKa’s Most Wanted
Ice Cube,1718,Steady Mobbin’
Ice Cube,1719,Black Korea
Ice Cube,1720,A Bird in the Hand
Ice Cube,1721,Everythang’s Corrupt
Ice Cube,1722,Ghetto Bird
Ice Cube,1723,Wicked
Ice Cube,1724,Ain’t Got No Haters
Ice-T,1725,Colors
Ice-T,1726,6 ‘N the Mornin’
Ice-T,1727,99 Problems
Ice-T,1728,I’m Your Pusher
Ice-T,1729,New Jack Hustler
Ice-T,1730,O.G. Original Gangster
Ice-T,1731,Girls L.G.B.N.A.F.
Ice-T,1732,Body Count
Ice-T,1733,Gangsta Rap
Ice-T,1734,Warning
Ice-T,1735,Freedom of Speech
Ice-T,1736,Straight Up Nigga
Ice-T,1737,"Shut Up, Be Happy"
Ice-T,1738,"Money, Power & Women"
Ice-T,1739,Bitches 2
Ice-T,1740,Midnight
Ice-T,1741,Don’t Hate the Playa
Ice-T,1742,The Iceberg
Ice-T,1743,Power
Ice-T,1744,Rhyme Pays
Ice-T,1745,The Tower
Ice-T,1746,You Played Yourself
Ice-T,1747,Squeeze the Trigger
Ice-T,1748,Race War
Ice-T,1749,Sex
Diddy,1750,I’ll Be Missing You
Diddy,1751,Victory
Diddy,1752,I Need A Girl (Pt. 2)
Diddy,1753,I Need a Girl (Pt. 1)
Diddy,1754,Can’t Nobody Hold Me Down
Diddy,1755,Young G’s
Diddy,1756,Last Night
Diddy,1757,Been Around the World
Diddy,1758,Big Homie
Diddy,1759,I Want the Love
Diddy,1760,Satisfy You
Diddy,1761,Best Friend
Diddy,1762,Victory 2004 (Album Version)
Diddy,1763,It’s All About the Benjamins
Diddy,1764,MMM
Diddy,1765,Workin
Diddy,1766,Bad Boys for Life
Diddy,1767,Hello Good Morning (Pt. II)
Diddy,1768,Señorita
Diddy,1769,Come to Me
Diddy,1770,Everyday (Amor)
Diddy,1771,Tell Me
Diddy,1772,I Love You Baby
Diddy,1773,Watcha Gon’ Do?
Diddy,1774,Old Man Wildin’
Kevin Gates,1775,2 Phones
Kevin Gates,1776,Really Really
Kevin Gates,1777,Perfect Imperfection
Kevin Gates,1778,Time for That
Kevin Gates,1779,I Don’t Get Tired
Kevin Gates,1780,Imagine That
Kevin Gates,1781,Not the Only One
Kevin Gates,1782,Satellites
Kevin Gates,1783,Hard For
Kevin Gates,1784,Kno One
Kevin Gates,1785,Pride
Kevin Gates,1786,In My Feelings
Kevin Gates,1787,Paper Chasers
Kevin Gates,1788,Out the Mud
Kevin Gates,1789,Had To
Kevin Gates,1790,Change Lanes
Kevin Gates,1791,Posed To Be In Love
Kevin Gates,1792,Jam
Kevin Gates,1793,John Gotti
Kevin Gates,1794,The Prayer
Kevin Gates,1795,Pourin the Syrup
Kevin Gates,1796,Narco Trafficante
Kevin Gates,1797,Big Gangsta
Kevin Gates,1798,IDGAF
Kevin Gates,1799,Twilight
AsAP Rocky,1800,Fuckin’ Problems
AsAP Rocky,1801,1Train
AsAP Rocky,1802,Goldie
AsAP Rocky,1803,Praise the Lord (Da Shine)
AsAP Rocky,1804,Peso
AsAP Rocky,1805,Wild for the Night
AsAP Rocky,1806,Everyday
AsAP Rocky,1807,LsD
AsAP Rocky,1808,Fashion Killa
AsAP Rocky,1809,Lord Pretty Flacko Jodye 2 (LPFJ2)
AsAP Rocky,1810,Multiply
AsAP Rocky,1811,Phoenix
AsAP Rocky,1812,Canal St.
AsAP Rocky,1813,AsAP Forever
AsAP Rocky,1814,Excuse Me
AsAP Rocky,1815,Brand New Guy
AsAP Rocky,1816,Ghetto Symphony
AsAP Rocky,1817,Babushka Boi
AsAP Rocky,1818,PMW (All I Really Need)
AsAP Rocky,1819,Purple Swag
AsAP Rocky,1820,Electric Body
AsAP Rocky,1821,Angels
AsAP Rocky,1822,LVL
AsAP Rocky,1823,Jukebox Joints
AsAP Rocky,1824,Fukk Sleep
Death Grips,1825,Beware
Death Grips,1826,Hacker
Death Grips,1827,Guillotine
Death Grips,1828,Takyon (Death Yon)
Death Grips,1829,Get Got
Death Grips,1830,No Love
Death Grips,1831,I’ve Seen Footage
Death Grips,1832,On GP
Death Grips,1833,I want it I need it (Death Heated)
Death Grips,1834,The Fever (Aye Aye)
Death Grips,1835,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It’s Your Brand New Leopard Skin Pillbox Hat
Death Grips,1836,Spread Eagle Cross the Block
Death Grips,1837,Hustle Bones
Death Grips,1838,Up My Sleeves
Death Grips,1839,Come Up and Get Me
Death Grips,1840,Culture Shock
Death Grips,1841,Lord of the Game
Death Grips,1842,Steroids (Crouching Tiger Hidden Gabber)
Death Grips,1843,Hunger Games
Death Grips,1844,Eh
Death Grips,1845,Birds
Death Grips,1846,Inanimate Sensation
Death Grips,1847,Spikes
Death Grips,1848,Billy Not Really
Death Grips,1849,Hot Head
JAY-Z,1850,Holy Grail
JAY-Z,1851,Part II (On the Run)
JAY-Z,1852,Empire State of Mind
JAY-Z,1853,The Story of O.J.
JAY-Z,1854,4:44
JAY-Z,1855,Tom Ford
JAY-Z,1856,FuckWithMeYouKnowIGotIt
JAY-Z,1857,99 Problems
JAY-Z,1858,Renegade
JAY-Z,1859,Oceans
JAY-Z,1860,Kill Jay Z
JAY-Z,1861,Takeover
JAY-Z,1862,Picasso Baby
JAY-Z,1863,Family Feud
JAY-Z,1864,Run This Town
JAY-Z,1865,Public Service Announcement
JAY-Z,1866,Open Letter
JAY-Z,1867,Big Pimpin’
JAY-Z,1868,Song Cry
JAY-Z,1869,Smile
JAY-Z,1870,Heaven
JAY-Z,1871,Bam
JAY-Z,1872,’03 Bonnie & Clyde
JAY-Z,1873,BBC
JAY-Z,1874,Beach Is Better (Interlude)
Wale,1875,Bad
Wale,1876,Lotus Flower Bomb
Wale,1877,The Matrimony
Wale,1878,Ambition
Wale,1879,LoveHate Thing
Wale,1880,The Need to Know
Wale,1881,The Body
Wale,1882,Sabotage
Wale,1883,Bag of Money
Wale,1884,On Chill
Wale,1885,The Girls on Drugs
Wale,1886,That Way
Wale,1887,Clappers
Wale,1888,Beautiful Bliss
Wale,1889,My PYT
Wale,1890,Slight Work
Wale,1891,The Breakup Song
Wale,1892,Running Back
Wale,1893,Ambitious Girl
Wale,1894,Poor Decisions
Wale,1895,Chain Music
Wale,1896,Illest Bitch
Wale,1897,The Pessimist
Wale,1898,Focused
Wale,1899,Rotation
Public Enemy,1900,Fight the Power
Public Enemy,1901,Don’t Believe the Hype
Public Enemy,1902,Harder Than You Think
Public Enemy,1903,Bring the Noise
Public Enemy,1904,Welcome to the Terrordome
Public Enemy,1905,Rebel Without a Pause
Public Enemy,1906,Black Steel in the Hour of Chaos
Public Enemy,1907,He Got Game (Album Version)
Public Enemy,1908,Shut ’Em Down
Public Enemy,1909,911 Is a Joke
Public Enemy,1910,Can’t Truss It
Public Enemy,1911,Burn Hollywood Burn
Public Enemy,1912,Public Enemy No. 1
Public Enemy,1913,Night of the Living Baseheads
Public Enemy,1914,By the Time I Get to Arizona
Public Enemy,1915,Cold Lampin’ with Flavor
Public Enemy,1916,She Watch Channel Zero?!
Public Enemy,1917,Fear of a Black Planet
Public Enemy,1918,Louder than a Bomb
Public Enemy,1919,Prophets of Rage
Public Enemy,1920,Can’t Do Nuttin’ For Ya Man
Public Enemy,1921,Terminator X to the Edge of Panic
Public Enemy,1922,Brothers Gonna Work It Out
Public Enemy,1923,Party for Your Right to Fight
Public Enemy,1924,Countdown to Armageddon
Mobb Deep,1925,Shook Ones Part II
Mobb Deep,1926,Survival of the Fittest
Mobb Deep,1927,Hell on Earth (Front Lines)
Mobb Deep,1928,Quiet Storm
Mobb Deep,1929,Eye for a Eye (Your Beef Is Mines)
Mobb Deep,1930,"Shook Ones, Part I"
Mobb Deep,1931,Drop a Gem on ’Em
Mobb Deep,1932,Give Up the Goods (Just Step)
Mobb Deep,1933,The Start of Your Ending (41st Side)
Mobb Deep,1934,Drink Away the Pain (Situations)
Mobb Deep,1935,Temperature’s Rising
Mobb Deep,1936,Right Back at You
Mobb Deep,1937,It’s Mine
Mobb Deep,1938,Trife Life
Mobb Deep,1939,Up North Trip
Mobb Deep,1940,Hey Luv (Anything)
Mobb Deep,1941,Cradle to the Grave
Mobb Deep,1942,Q.U.—Hectic
Mobb Deep,1943,Still Shinin’
Mobb Deep,1944,The Infamous Prelude
Mobb Deep,1945,The Learning (Burn)
Mobb Deep,1946,Animal Instinct
Mobb Deep,1947,Party Over
Mobb Deep,1948,Apostle’s Warning
Mobb Deep,1949,Give It Up Fast
Cam’ron,1950,Hey Ma
Cam’ron,1951,Killa Cam
Cam’ron,1952,Down and Out
Cam’ron,1953,Oh Boy
Cam’ron,1954,You Gotta Love It
Cam’ron,1955,Get ’Em Girls
Cam’ron,1956,Welcome to New York City
Cam’ron,1957,Suck It Or Not
Cam’ron,1958,Family Ties
Cam’ron,1959,Get It In Ohio
Cam’ron,1960,"Losing Weight, Pt. 2"
Cam’ron,1961,Get Em Daddy
Cam’ron,1962,The ROC (Just Fire)
Cam’ron,1963,Curtis (50 Cent Diss)
Cam’ron,1964,Bout It Bout It
Cam’ron,1965,Dipshits
Cam’ron,1966,Come Home With Me
Cam’ron,1967,Wet Wipes
Cam’ron,1968,Horse & Carriage
Cam’ron,1969,Harlem Streets
Cam’ron,1970,What Means the World to You
Cam’ron,1971,It’s Killa
Cam’ron,1972,More Gangsta Music
Cam’ron,1973,Losin’ Weight
Cam’ron,1974,"Leave Me Alone, Pt. 2"
The Game,1975,100
The Game,1976,Ali Bomaye
The Game,1977,Hate It or Love It
The Game,1978,Martians vs. Goblins
The Game,1979,El Chapo
The Game,1980,The City
The Game,1981,Celebration
The Game,1982,My Life
The Game,1983,How We Do
The Game,1984,Pray
The Game,1985,Dreams
The Game,1986,All Eyez
The Game,1987,Bigger Than Me
The Game,1988,The Documentary
The Game,1989,All That (Lady)
The Game,1990,92 Bars
The Game,1991,See No Evil
The Game,1992,Pest Control
The Game,1993,Jesus Piece
The Game,1994,Red Nation
The Game,1995,On Me
The Game,1996,Church
The Game,1997,Just Another Day
The Game,1998,Wouldn’t Get Far
The Game,1999,Westside Story
Jadakiss,2000,Why?
Jadakiss,2001,We Gonna Make It
Jadakiss,2002,Checkmate
Jadakiss,2003,By Your Side
Jadakiss,2004,Welcome to D-Block
Jadakiss,2005,All For the Love
Jadakiss,2006,Knock Yourself Out
Jadakiss,2007,Letter to B.I.G.
Jadakiss,2008,Kill
Jadakiss,2009,Time’s Up
Jadakiss,2010,Still Feel Me
Jadakiss,2011,Can’t Stop Me
Jadakiss,2012,You Don’t Eat
Jadakiss,2013,Huntin Season
Jadakiss,2014,I’m Sorry Ms. Jackson (50 Cent diss)
Jadakiss,2015,U Make Me Wanna
Jadakiss,2016,What If
Jadakiss,2017,Blood Pressure
Jadakiss,2018,Put Your Hands Up
Jadakiss,2019,Gettin’ It In
Jadakiss,2020,Smoking Gun
Jadakiss,2021,Death Wish
Jadakiss,2022,Ain’t Nothin New
Jadakiss,2023,By The Bar
Jadakiss,2024,Rain
T.I.,2025,About The Money
T.I.,2026,Memories Back Then
T.I.,2027,No Mediocre
T.I.,2028,That’s All She Wrote
T.I.,2029,Sorry
T.I.,2030,Dead and Gone
T.I.,2031,Whatever You Like
T.I.,2032,Go Get It
T.I.,2033,Ball
T.I.,2034,What You Know
T.I.,2035,Wit Me
T.I.,2036,Guns and Roses
T.I.,2037,Rubber Band Man
T.I.,2038,No Matter What
T.I.,2039,Bring Em Out
T.I.,2040,Peanut Butter Jelly
T.I.,2041,Private Show
T.I.,2042,Why You Wanna
T.I.,2043,Poppin Bottles
T.I.,2044,Trap Back Jumping
T.I.,2045,Jefe
T.I.,2046,Got Your Back
T.I.,2047,Welcome to the World
T.I.,2048,24's
T.I.,2049,U Don’t Know Me
Jay Rock,2050,Vice City
Jay Rock,2051,Hood Gone Love It
Jay Rock,2052,OSOM
Jay Rock,2053,WIN
Jay Rock,2054,Pay for It
Jay Rock,2055,Easy Bake
Jay Rock,2056,Money Trees Deuce
Jay Rock,2057,Gumbo
Jay Rock,2058,Tap Out
Jay Rock,2059,Redemption
Jay Rock,2060,The Bloodiest
Jay Rock,2061,King’s Dead (Album Version)
Jay Rock,2062,90059
Jay Rock,2063,No Joke
Jay Rock,2064,All My Life (In the Ghetto)
Jay Rock,2065,For What It’s Worth
Jay Rock,2066,ES Tales
Jay Rock,2067,Rotation 112th
Jay Rock,2068,Wanna Ride
Jay Rock,2069,The Ways
Jay Rock,2070,Fly on the Wall
Jay Rock,2071,Necessary
Jay Rock,2072,Knock It Off
Jay Rock,2073,Code Red
Jay Rock,2074,Telegram (Going Krazy)
Lil’ Kim,2075,Queen Bitch
Lil’ Kim,2076,Black Friday
Lil’ Kim,2077,Big Momma Thang
Lil’ Kim,2078,#MINE
Lil’ Kim,2079,Not Tonight
Lil’ Kim,2080,How Many Licks?
Lil’ Kim,2081,Magic Stick
Lil’ Kim,2082,Suck My Dick
Lil’ Kim,2083,The Jump Off
Lil’ Kim,2084,No Time
Lil’ Kim,2085,Lighters Up
Lil’ Kim,2086,Drugs
Lil’ Kim,2087,Spend a Little Doe
Lil’ Kim,2088,Dreams
Lil’ Kim,2089,No Matter What They Say
Lil’ Kim,2090,Crush on You
